benchmark,early,late,useless,filled,issued,requested
client_001,7484,729,118,7605,418994,419252
client_002,1941,679,116,2046,141434,141434
client_003,1411,37,33,1445,52594,52594
client_004,825,20,42,867,114423,114423
client_005,1960,1037,89,2053,158647,158664
client_006,17430,49294,945,18308,2121378,2130259
client_007,878,264,133,1034,582412,582414
client_008,4133,830,268,4420,627180,627180
server_001,39904,3346,1992,41914,981018,988049
server_003,4609,843,333,4941,323222,323243
server_004,5271,1223,507,5780,850572,850572
server_009,8351,1035,871,9225,803543,803545
server_010,9062,1074,920,9987,526515,526522
server_011,10515,1390,896,11403,533541,533564
server_012,9052,1016,914,9957,504764,504774
server_013,10311,1368,880,11186,532177,532188
server_014,1289,4820,12,1301,120056,121293
server_016,386,2562,317,703,391384,391384
server_017,183270,3464,3010,186281,2879695,2879799
server_018,173949,3232,3620,177560,2739004,2739097
server_019,184642,3826,2807,187457,3106400,3106437
server_020,182757,3417,2950,185706,2914612,2914702
server_021,185773,3681,2773,188551,3089311,3089419
server_022,186594,3539,2802,189389,3094419,3094578
server_023,836,5995,606,1443,796853,796853
server_024,633,3901,776,1418,792332,792332
server_025,346,1969,150,502,619399,619399
server_026,1038,5291,696,1742,686315,686315
server_027,616,2842,206,822,600961,600961
server_028,1381,4562,1200,2616,1839104,1839105
server_029,1981,2056,1211,3236,1923086,1923091
server_030,1172,6395,1384,2587,2000291,2000291
server_031,1053,377,958,2020,1106201,1106201
server_032,1256,697,2493,4040,804922,804922
server_033,1142,243,512,1662,459107,459107
server_034,222,220,136,381,404764,404764
server_035,1777,411,495,2253,488194,488194
server_037,3874,703,403,4295,447832,448271
server_038,4330,802,387,4732,474336,474672
