benchmark,early,late,useless,filled,issued,requested
client_001,114135,11563,371814,485735,2329948,2330752
client_002,30712,1500,30801,61538,623962,623962
client_003,21008,2328,50327,71360,746661,746664
client_004,63745,4713,110778,174657,1602449,1602465
client_005,35220,4879,68296,103458,795129,795150
client_006,176144,107085,163507,339571,1624095,1624189
client_007,164969,12601,329875,494974,2644449,2644830
client_008,41007,5766,272819,313802,1607108,1607108
server_001,94038,6970,47320,141418,913565,913745
server_003,87782,8258,185412,273381,1604990,1605121
server_004,158175,46951,1484166,1642227,6149969,6150302
server_009,81676,22918,673525,755455,2851204,2851349
server_010,29050,6331,68879,97965,476449,476494
server_011,31657,6847,71109,102816,512098,512294
server_012,28678,6182,70138,98783,479078,479213
server_013,28032,6935,68255,96361,471971,472177
server_014,3900,4711,3837,7598,994409,994456
server_016,27396,25051,50757,78174,8010918,8012404
server_017,238256,70774,102991,341248,1520836,1522522
server_018,233711,67933,281307,514888,2038782,2062347
server_019,241047,72420,99407,340479,1533691,1535839
server_020,263363,55543,371837,635237,2575324,2641455
server_021,268768,56402,288266,557076,2396771,2470503
server_022,245609,72135,95853,341465,1539101,1540920
server_023,59401,55227,108814,168175,1271830,1271872
server_024,57842,55062,109319,167134,1276724,1276759
server_025,41057,20760,104603,145648,1046279,1046369
server_026,52968,41454,103848,156823,1125313,1125374
server_027,41863,22088,103595,145441,1066125,1066205
server_028,252667,53012,264510,517153,1810914,1810929
server_029,255320,55670,259810,515210,1804806,1804811
server_030,277728,57685,222374,500073,1786420,1786420
server_031,56432,53796,133758,190183,966239,966241
server_032,21221,8764,110897,132135,723606,723606
server_033,22821,1808,153816,176674,734210,734242
server_034,21461,1432,145416,166811,715309,715348
server_035,25275,2663,162149,187422,738923,739367
server_037,16527,1452,37780,54298,416488,416574
server_038,14941,1827,37724,52662,414035,414057
