benchmarks,IPC
client_001,0.613411
client_002,0.656633
client_003,0.652133
client_004,0.523089
client_005,0.587872
client_006,0.564886
client_007,0.602168
client_008,0.492396
server_001,0.577545
server_003,0.454535
server_004,0.404172
server_009,0.452502
server_010,0.47956
server_011,0.464069
server_012,0.48621
server_013,0.468464
server_014,0.60107
server_016,0.534767
server_017,0.309076
server_018,0.304361
server_019,0.302801
server_020,0.31374
server_021,0.319691
server_022,0.317089
server_023,0.42395
server_024,0.420092
server_025,0.394537
server_026,0.397333
server_027,0.397306
server_028,0.395489
server_029,0.390285
server_030,0.390646
server_031,0.392959
server_032,0.404044
server_033,0.490301
server_034,0.493314
server_035,0.45886
server_037,0.55887
server_038,0.556353
