benchmarks,IPC
600.perlbench_s-570B,0.634359
602.gcc_s-1850B,0.329227
602.gcc_s-2226B,0.386699
602.gcc_s-734B,0.400964
603.bwaves_s-1740B,0.954168
603.bwaves_s-2609B,0.954199
603.bwaves_s-2931B,1.13863
603.bwaves_s-891B,0.648599
605.mcf_s-1152B,0.245373
605.mcf_s-1536B,0.272265
605.mcf_s-1554B,0.206771
605.mcf_s-1644B,0.137654
605.mcf_s-472B,0.294676
605.mcf_s-484B,0.365341
605.mcf_s-665B,0.255015
605.mcf_s-782B,0.165309
605.mcf_s-994B,0.202642
607.cactuBSSN_s-2421B,0.90665
607.cactuBSSN_s-3477B,0.895436
607.cactuBSSN_s-4004B,0.916525
619.lbm_s-2676B,0.466809
619.lbm_s-2677B,0.402091
619.lbm_s-3766B,0.882923
619.lbm_s-4268B,0.401036
620.omnetpp_s-141B,0.201949
620.omnetpp_s-874B,0.215296
621.wrf_s-6673B,0.800006
621.wrf_s-8065B,0.932338
623.xalancbmk_s-10B,0.257298
623.xalancbmk_s-165B,0.662294
623.xalancbmk_s-202B,0.585439
628.pop2_s-17B,0.787503
641.leela_s-1083B,0.333435
649.fotonik3d_s-10881B,0.591664
649.fotonik3d_s-1176B,1.00183
649.fotonik3d_s-7084B,0.977825
649.fotonik3d_s-8225B,1.00175
654.roms_s-1007B,0.54614
654.roms_s-1070B,0.845928
654.roms_s-1390B,0.66572
654.roms_s-1613B,0.56829
654.roms_s-293B,1.02901
654.roms_s-294B,1.04119
654.roms_s-523B,0.827445
657.xz_s-2302B,0.506555
