benchmarks,IPC
600.perlbench_s-570B,0.632385
602.gcc_s-1850B,0.194552
602.gcc_s-2226B,0.0818697
602.gcc_s-734B,0.310284
603.bwaves_s-1740B,0.263226
603.bwaves_s-2609B,0.263276
603.bwaves_s-2931B,0.311504
603.bwaves_s-891B,0.181943
605.mcf_s-1152B,0.169295
605.mcf_s-1536B,0.113547
605.mcf_s-1554B,0.0433327
605.mcf_s-1644B,0.0372638
605.mcf_s-472B,0.0922578
605.mcf_s-484B,0.173299
605.mcf_s-665B,0.195873
605.mcf_s-782B,0.070174
605.mcf_s-994B,0.174545
607.cactuBSSN_s-2421B,0.668347
607.cactuBSSN_s-3477B,0.717813
607.cactuBSSN_s-4004B,0.737607
619.lbm_s-2676B,0.0861263
619.lbm_s-2677B,0.0741027
619.lbm_s-3766B,0.161862
619.lbm_s-4268B,0.0739998
620.omnetpp_s-141B,0.186717
620.omnetpp_s-874B,0.200553
621.wrf_s-6673B,0.218249
621.wrf_s-8065B,0.526141
623.xalancbmk_s-10B,0.166405
623.xalancbmk_s-165B,0.302706
623.xalancbmk_s-202B,0.220902
628.pop2_s-17B,0.627693
641.leela_s-1083B,0.331904
649.fotonik3d_s-10881B,0.224706
649.fotonik3d_s-1176B,0.335169
649.fotonik3d_s-7084B,0.263957
649.fotonik3d_s-8225B,0.333767
654.roms_s-1007B,0.298028
654.roms_s-1070B,0.206896
654.roms_s-1390B,0.13223
654.roms_s-1613B,0.409136
654.roms_s-293B,0.526455
654.roms_s-294B,0.456018
654.roms_s-523B,0.183258
657.xz_s-2302B,0.499716
