benchmarks,IPC
600.perlbench_s-570B,0.634153
602.gcc_s-1850B,0.323747
602.gcc_s-2226B,0.220445
602.gcc_s-734B,0.396412
603.bwaves_s-1740B,0.83497
603.bwaves_s-2609B,0.836102
603.bwaves_s-2931B,0.809148
603.bwaves_s-891B,0.440979
605.mcf_s-1152B,0.221153
605.mcf_s-1536B,0.220437
605.mcf_s-1554B,0.0719765
605.mcf_s-1644B,0.0864454
605.mcf_s-472B,0.163484
605.mcf_s-484B,0.276485
605.mcf_s-665B,0.2367
605.mcf_s-782B,0.119889
605.mcf_s-994B,0.190476
607.cactuBSSN_s-2421B,0.871739
607.cactuBSSN_s-3477B,0.874319
607.cactuBSSN_s-4004B,0.895767
619.lbm_s-2676B,0.213829
619.lbm_s-2677B,0.183952
619.lbm_s-3766B,0.401934
619.lbm_s-4268B,0.183714
620.omnetpp_s-141B,0.19806
620.omnetpp_s-874B,0.211255
621.wrf_s-6673B,0.514912
621.wrf_s-8065B,0.824441
623.xalancbmk_s-10B,0.217252
623.xalancbmk_s-165B,0.566324
623.xalancbmk_s-202B,0.510567
628.pop2_s-17B,0.769209
641.leela_s-1083B,0.333324
649.fotonik3d_s-10881B,0.413529
649.fotonik3d_s-1176B,0.841817
649.fotonik3d_s-7084B,0.713857
649.fotonik3d_s-8225B,0.839713
654.roms_s-1007B,0.449806
654.roms_s-1070B,0.537252
654.roms_s-1390B,0.325377
654.roms_s-1613B,0.526526
654.roms_s-293B,0.927403
654.roms_s-294B,0.977454
654.roms_s-523B,0.464214
657.xz_s-2302B,0.502628
