benchmark,early,late,useless,filled,issued,requested
client_001,113920,11958,371519,485223,2331666,2332449
client_002,30609,1223,30831,61467,624758,624758
client_003,20867,2348,50337,71228,746804,746813
client_004,63509,5075,110988,174634,1602467,1602488
client_005,34460,5222,68293,102690,794287,794307
client_006,172018,107977,162552,334488,1619916,1620031
client_007,164869,12661,329313,494316,2642966,2644200
client_008,40263,6424,272131,312371,1607234,1607431
server_001,92887,7096,47088,140029,910709,911064
server_003,87273,8467,185435,272899,1605272,1605443
server_004,157881,47053,1487377,1645147,6156394,6156817
server_009,81543,22992,672852,754646,2850421,2850692
server_010,29065,6388,69080,98178,475888,475931
server_011,31547,6935,71156,102756,511906,512236
server_012,28514,6205,70065,98549,477936,478081
server_013,27799,6921,68472,96345,471893,472063
server_014,3762,4725,3826,7452,994220,994262
server_016,27187,24805,50819,78026,8011491,8013010
server_017,115478,191490,103061,218539,1521056,1522750
server_018,125868,172211,220115,345854,1845997,1863168
server_019,116546,194739,99624,216199,1534372,1536663
server_020,129091,180846,177700,306731,1813353,1835305
server_021,165711,156454,280823,446565,2373909,2458126
server_022,120092,195490,95937,216035,1540382,1542379
server_023,59153,55045,108652,167765,1272411,1272487
server_024,57601,54785,109359,166935,1276594,1276700
server_025,40890,20567,104776,145654,1046095,1046217
server_026,52640,41276,103727,156375,1124286,1124360
server_027,41700,21858,103646,145328,1066738,1066830
server_028,252358,53141,264942,517278,1811519,1811538
server_029,255178,56097,259901,515154,1803804,1803809
server_030,277678,57714,222581,500232,1786321,1786321
server_031,56750,53359,133715,190461,965810,965813
server_032,21195,8654,111162,132371,724524,724524
server_033,22630,2128,153984,176651,735391,735421
server_034,21602,1478,145281,166818,719089,719127
server_035,24878,3069,162196,187070,738849,739310
server_037,16466,1489,37912,54368,416699,416784
server_038,14887,1860,38037,52922,414258,414280
