benchmark,early,late,useless,filled,issued,requested
client_001,28300,2024,141933,168181,140475,140475
client_002,7465,233,39258,45288,122635,122635
client_003,10060,312,35777,45905,65548,65548
client_004,18611,1248,57646,75391,166772,166772
client_005,13012,932,77479,90688,109351,109351
client_006,23994,9005,220781,245584,579777,581530
client_007,16607,904,71342,89426,515956,515956
client_008,42791,4424,134028,177367,869321,869321
server_001,47694,5699,126794,173765,343635,343635
server_003,51714,3878,158461,210259,328549,328549
server_004,54615,5178,179496,234135,343131,343131
server_009,68247,6443,200332,269373,424205,424205
server_010,74221,7527,220204,294331,457980,457980
server_011,75887,7348,230122,305990,466552,466573
server_012,72168,7069,214108,286253,454137,454137
server_013,77344,7698,228130,305437,463826,463826
server_014,1461,4412,13750,13291,30323,30353
server_016,11585,1480,59980,71466,248984,248984
server_017,52079,6949,424864,476952,660038,660042
server_018,51111,6624,494745,545152,556906,556908
server_019,51266,6986,420099,471439,668113,668113
server_020,54117,7417,465685,519546,592282,592282
server_021,56493,7571,496406,553320,374289,374289
server_022,51515,6659,419471,470992,665428,665428
server_023,23455,3096,126693,150243,544065,544065
server_024,25821,2842,125200,151049,533789,533789
server_025,24231,2479,123204,147425,613446,613446
server_026,31444,2784,128095,159590,603852,603852
server_027,25487,3675,111608,137009,601469,601469
server_028,28621,5884,246264,274933,1019805,1019805
server_029,30082,6179,233532,263781,1027136,1027136
server_030,28352,3562,209978,238708,1049833,1049833
server_031,18718,4673,124327,142703,724746,724746
server_032,9839,1874,77610,87269,719526,719526
server_033,49483,2016,80318,130089,550556,550556
server_034,19383,700,41871,61032,554524,554524
server_035,47219,7395,77319,124417,554007,554007
server_037,33323,679,61119,94361,305733,305733
server_038,35766,618,61434,97195,314993,314993
