benchmarks,IPC
600.perlbench_s-570B,0.632521
602.gcc_s-1850B,0.290245
602.gcc_s-2226B,0.0864822
602.gcc_s-734B,0.377193
603.bwaves_s-1740B,0.319545
603.bwaves_s-2609B,0.319504
603.bwaves_s-2931B,0.314461
603.bwaves_s-891B,0.189838
605.mcf_s-1152B,0.145285
605.mcf_s-1536B,0.10128
605.mcf_s-1554B,0.0268898
605.mcf_s-1644B,0.0357491
605.mcf_s-472B,0.0703988
605.mcf_s-484B,0.148194
605.mcf_s-665B,0.171544
605.mcf_s-782B,0.0536761
605.mcf_s-994B,0.135142
607.cactuBSSN_s-2421B,0.732373
607.cactuBSSN_s-3477B,0.763926
607.cactuBSSN_s-4004B,0.785188
619.lbm_s-2676B,0.0862518
619.lbm_s-2677B,0.0742002
619.lbm_s-3766B,0.162346
619.lbm_s-4268B,0.0740998
620.omnetpp_s-141B,0.172204
620.omnetpp_s-874B,0.182315
621.wrf_s-6673B,0.219176
621.wrf_s-8065B,0.532808
623.xalancbmk_s-10B,0.126081
623.xalancbmk_s-165B,0.292329
623.xalancbmk_s-202B,0.257204
628.pop2_s-17B,0.680789
641.leela_s-1083B,0.332856
649.fotonik3d_s-10881B,0.169668
649.fotonik3d_s-1176B,0.34783
649.fotonik3d_s-7084B,0.273221
649.fotonik3d_s-8225B,0.346884
654.roms_s-1007B,0.29953
654.roms_s-1070B,0.207244
654.roms_s-1390B,0.128756
654.roms_s-1613B,0.421721
654.roms_s-293B,0.521437
654.roms_s-294B,0.502062
654.roms_s-523B,0.181126
657.xz_s-2302B,0.477055
