benchmarks,IPC
client_001,0.606887
client_002,0.653789
client_003,0.648253
client_004,0.521117
client_005,0.573881
client_006,0.554684
client_007,0.598576
client_008,0.491473
server_001,0.565712
server_003,0.450821
server_004,0.403332
server_009,0.451654
server_010,0.47882
server_011,0.46322
server_012,0.485448
server_013,0.4676
server_014,0.595759
server_016,0.534425
server_017,0.27241
server_018,0.269672
server_019,0.265142
server_020,0.274565
server_021,0.277819
server_022,0.278442
server_023,0.423788
server_024,0.419956
server_025,0.394499
server_026,0.397122
server_027,0.397027
server_028,0.395327
server_029,0.389416
server_030,0.390661
server_031,0.392844
server_032,0.404223
server_033,0.489786
server_034,0.493106
server_035,0.451647
server_037,0.558372
server_038,0.555802
