benchmarks,IPC
client_001,0.605825
client_002,0.653697
client_003,0.648188
client_004,0.520801
client_005,0.573722
client_006,0.55363
client_007,0.598307
client_008,0.491244
server_001,0.564604
server_003,0.450602
server_004,0.402766
server_009,0.451593
server_010,0.478727
server_011,0.462892
server_012,0.485424
server_013,0.467444
server_014,0.595671
server_016,0.534002
server_017,0.270013
server_018,0.265137
server_019,0.262745
server_020,0.267809
server_021,0.2752
server_022,0.275841
server_023,0.423234
server_024,0.419416
server_025,0.394055
server_026,0.39677
server_027,0.396755
server_028,0.394066
server_029,0.388907
server_030,0.390294
server_031,0.392136
server_032,0.40389
server_033,0.489604
server_034,0.493166
server_035,0.451437
server_037,0.558333
server_038,0.555774
