benchmark,early,late,useless,filled,issued,requested
client_001,28550,1890,141654,168138,140409,140409
client_002,7369,226,39321,45252,122898,122898
client_003,10151,292,35827,46045,65459,65459
client_004,18719,1178,57517,75408,166703,166703
client_005,13053,894,77488,90747,108070,108070
client_006,24216,8620,223269,248246,579818,581566
client_007,16555,897,71678,89723,514448,514453
client_008,42841,4371,134153,177553,869353,869353
server_001,48231,5243,127006,174506,344468,344468
server_003,51740,3711,158544,210400,328451,328451
server_004,54887,4916,179440,234349,343314,343314
server_009,68551,6171,200237,269590,424139,424139
server_010,74483,7234,220029,294423,457922,457922
server_011,76274,7010,230075,306332,466541,466562
server_012,72447,6767,214003,286412,454146,454146
server_013,77643,7349,228229,305835,463785,463785
server_014,1453,4398,13869,13393,30623,30650
server_016,11591,1452,59986,71482,248978,248978
server_017,53032,5684,425297,478344,655918,655919
server_018,53370,5524,531839,584493,519924,519925
server_019,52186,5690,420596,472843,665580,665580
server_020,60962,6512,563459,624580,394882,394883
server_021,58167,6187,499100,557715,373362,373362
server_022,52311,5547,420035,472347,663571,663571
server_023,23568,3053,126946,150616,544217,544217
server_024,25816,2802,125458,151303,533591,533591
server_025,24258,2467,123246,147493,613361,613361
server_026,31489,2765,128271,159809,603945,603945
server_027,25532,3678,111837,137274,601492,601492
server_028,28636,5851,246320,275002,1019999,1019999
server_029,30053,6184,233423,263644,1027088,1027088
server_030,28399,3570,209879,238652,1049690,1049690
server_031,18730,4672,124410,142807,724751,724751
server_032,9861,1863,77606,87305,719428,719428
server_033,49465,1969,80422,130178,550751,550751
server_034,19491,691,41958,61228,554901,554901
server_035,47977,6658,77139,124987,553715,553715
server_037,33379,672,61282,94580,305619,305619
server_038,35763,608,61357,97110,316205,316206
