benchmark,early,late,useless,filled,issued,requested
BC_74350M,48437,8748,1857580,1908887,2214909,2214909
BellmanFord_94B,148736,584,2726917,2875723,1889334,1889343
bf_94B,148724,571,2726562,2875285,1889179,1889185
BFS_61B,173801,5116,2492560,2665238,2936295,2936295
canneal_44B,2297,6,1166851,1169119,74432,74432
Components_70B,326217,20,4343440,4669837,1536383,1536388
MIS_85B,290796,21,3007319,3298315,1866208,1866208
pr_1B,203778,125,5219558,5423698,1206424,1206431
Radii_100B,261408,8,3163431,3425006,1191700,1191707
sssp-5,45363,15893,1995717,2040642,887984,888168
tc_70B,40703,16,1080570,1121337,216234,216235
