benchmarks,IPC
client_001,0.593832
client_002,0.649139
client_003,0.641604
client_004,0.516638
client_005,0.550731
client_006,0.534829
client_007,0.591638
client_008,0.489267
server_001,0.544469
server_003,0.443641
server_004,0.400466
server_009,0.449753
server_010,0.477413
server_011,0.460973
server_012,0.483859
server_013,0.465681
server_014,0.587432
server_016,0.533234
server_017,0.221758
server_018,0.220743
server_019,0.214468
server_020,0.223007
server_021,0.225375
server_022,0.226003
server_023,0.422594
server_024,0.418793
server_025,0.393776
server_026,0.396199
server_027,0.396144
server_028,0.392652
server_029,0.386827
server_030,0.390158
server_031,0.391318
server_032,0.404009
server_033,0.488412
server_034,0.492435
server_035,0.438913
server_037,0.557476
server_038,0.554804
