benchmarks,IPC
600.perlbench_s-570B,0.632468
602.gcc_s-1850B,0.274241
602.gcc_s-2226B,0.0832073
602.gcc_s-734B,0.376062
603.bwaves_s-1740B,0.319219
603.bwaves_s-2609B,0.319185
603.bwaves_s-2931B,0.314485
603.bwaves_s-891B,0.189644
605.mcf_s-1152B,0.145718
605.mcf_s-1536B,0.101175
605.mcf_s-1554B,0.025704
605.mcf_s-1644B,0.0357492
605.mcf_s-472B,0.070461
605.mcf_s-484B,0.147744
605.mcf_s-665B,0.17134
605.mcf_s-782B,0.0538122
605.mcf_s-994B,0.134712
607.cactuBSSN_s-2421B,0.731989
607.cactuBSSN_s-3477B,0.763926
607.cactuBSSN_s-4004B,0.785188
619.lbm_s-2676B,0.0862503
619.lbm_s-2677B,0.0741988
619.lbm_s-3766B,0.16234
619.lbm_s-4268B,0.0740978
620.omnetpp_s-141B,0.17186
620.omnetpp_s-874B,0.181985
621.wrf_s-6673B,0.21886
621.wrf_s-8065B,0.532039
623.xalancbmk_s-10B,0.125738
623.xalancbmk_s-165B,0.286533
623.xalancbmk_s-202B,0.254758
628.pop2_s-17B,0.673054
641.leela_s-1083B,0.332785
649.fotonik3d_s-10881B,0.169564
649.fotonik3d_s-1176B,0.347814
649.fotonik3d_s-7084B,0.273168
649.fotonik3d_s-8225B,0.34687
654.roms_s-1007B,0.299079
654.roms_s-1070B,0.206526
654.roms_s-1390B,0.128503
654.roms_s-1613B,0.419048
654.roms_s-293B,0.51954
654.roms_s-294B,0.499156
654.roms_s-523B,0.180558
657.xz_s-2302B,0.476996
