benchmarks,IPC
client_001,0.62291
client_002,0.660597
client_003,0.655817
client_004,0.525896
client_005,0.600832
client_006,0.578381
client_007,0.60657
client_008,0.493421
server_001,0.595865
server_003,0.459271
server_004,0.406343
server_009,0.453565
server_010,0.480414
server_011,0.465385
server_012,0.487042
server_013,0.469482
server_014,0.608392
server_016,0.535815
server_017,0.3889
server_018,0.376704
server_019,0.389233
server_020,0.394991
server_021,0.403881
server_022,0.404725
server_023,0.425227
server_024,0.421292
server_025,0.395356
server_026,0.398214
server_027,0.398107
server_028,0.397698
server_029,0.39178
server_030,0.391214
server_031,0.39412
server_032,0.404426
server_033,0.491017
server_034,0.493595
server_035,0.467018
server_037,0.559506
server_038,0.557033
