benchmarks,IPC
client_001,0.539913
client_002,0.631804
client_003,0.613647
client_004,0.493648
client_005,0.4628
client_006,0.457435
client_007,0.559718
client_008,0.477187
server_001,0.460915
server_003,0.411838
server_004,0.38585
server_009,0.439722
server_010,0.469476
server_011,0.448084
server_012,0.475729
server_013,0.455685
server_014,0.558576
server_016,0.527814
server_017,0.1322
server_018,0.131115
server_019,0.126733
server_020,0.131761
server_021,0.132535
server_022,0.134139
server_023,0.417137
server_024,0.413293
server_025,0.390167
server_026,0.392143
server_027,0.392319
server_028,0.379407
server_029,0.374261
server_030,0.38735
server_031,0.382528
server_032,0.401964
server_033,0.48142
server_034,0.489295
server_035,0.391965
server_037,0.553098
server_038,0.550095
