Benchmarks,IPC
600.perlbench_s-570B,0.632891
602.gcc_s-1850B,0.201246
602.gcc_s-2226B,0.0964419
602.gcc_s-734B,0.311321
603.bwaves_s-1740B,0.405389
603.bwaves_s-2609B,0.405835
603.bwaves_s-2931B,0.548641
603.bwaves_s-891B,0.300867
605.mcf_s-1152B,0.203745
605.mcf_s-1536B,0.177838
605.mcf_s-1554B,0.0782163
605.mcf_s-1644B,0.0687694
605.mcf_s-472B,0.147811
605.mcf_s-484B,0.233138
605.mcf_s-665B,0.224707
605.mcf_s-782B,0.106907
605.mcf_s-994B,0.194168
607.cactuBSSN_s-2421B,0.773721
607.cactuBSSN_s-3477B,0.797897
607.cactuBSSN_s-4004B,0.817168
619.lbm_s-2676B,0.160206
619.lbm_s-2677B,0.13784
619.lbm_s-3766B,0.300533
619.lbm_s-4268B,0.137621
620.omnetpp_s-141B,0.197181
620.omnetpp_s-874B,0.21075
621.wrf_s-6673B,0.346307
621.wrf_s-8065B,0.696572
623.xalancbmk_s-10B,0.209879
623.xalancbmk_s-165B,0.365349
623.xalancbmk_s-202B,0.283372
628.pop2_s-17B,0.701981
641.leela_s-1083B,0.332006
649.fotonik3d_s-10881B,0.364786
649.fotonik3d_s-1176B,0.483146
649.fotonik3d_s-7084B,0.415061
649.fotonik3d_s-8225B,0.481249
654.roms_s-1007B,0.378499
654.roms_s-1070B,0.333265
654.roms_s-1390B,0.223021
654.roms_s-1613B,0.464236
654.roms_s-293B,0.758317
654.roms_s-294B,0.621694
654.roms_s-523B,0.302106
657.xz_s-2302B,0.506451
